기준일자,전시ID,전시명,일일유료,일일무료,일일총인원,일일금액,누계유료,누계무료,누계총인원,누계금액,점유율
20250716,250503_01,"장도 기획전시 <HELLO, 고래야>",8,0,8,24000,3078,109,3187,9234000,146.6
20250716,250708_01,여름방학전 <내셔널지오그래픽 사진전>,26,0,26,130000,182,19,201,910000,2.6
20250717,250503_01,"장도 기획전시 <HELLO, 고래야>",13,0,13,39000,3091,109,3200,9273000,147.2
20250717,250708_01,여름방학전 <내셔널지오그래픽 사진전>,9,0,9,45000,191,19,210,955000,2.7
20250718,250503_01,"장도 기획전시 <HELLO, 고래야>",17,2,19,51000,3108,111,3219,9324000,148
20250718,250708_01,여름방학전 <내셔널지오그래픽 사진전>,11,1,12,55000,202,20,222,1010000,2.9
20250719,250503_01,"장도 기획전시 <HELLO, 고래야>",23,0,23,69000,3131,111,3242,9393000,149.1
20250719,250708_01,여름방학전 <내셔널지오그래픽 사진전>,41,2,43,205000,243,22,265,1215000,3.5
20250720,250503_01,"장도 기획전시 <HELLO, 고래야>",59,0,59,177000,3190,111,3301,9570000,151.9
20250720,250708_01,여름방학전 <내셔널지오그래픽 사진전>,59,0,59,295000,302,22,324,1510000,4.3
20250722,250708_01,여름방학전 <내셔널지오그래픽 사진전>,11,3,14,55000,313,25,338,1565000,4.5
20250723,250708_01,여름방학전 <내셔널지오그래픽 사진전>,18,6,24,90000,331,31,362,1655000,4.7
20250724,250708_01,여름방학전 <내셔널지오그래픽 사진전>,24,1,25,120000,355,32,387,1775000,5.1
20250725,250708_01,여름방학전 <내셔널지오그래픽 사진전>,23,1,24,115000,378,33,411,1890000,5.4
20250726,250708_01,여름방학전 <내셔널지오그래픽 사진전>,78,2,80,390000,456,35,491,2280000,6.5
20250727,250708_01,여름방학전 <내셔널지오그래픽 사진전>,44,1,45,220000,500,36,536,2500000,7.1
20250729,250708_01,여름방학전 <내셔널지오그래픽 사진전>,33,3,36,165000,533,39,572,2665000,7.6
20250730,250708_01,여름방학전 <내셔널지오그래픽 사진전>,37,3,40,185000,570,42,612,2850000,8.1
20250731,250708_01,여름방학전 <내셔널지오그래픽 사진전>,34,0,34,170000,604,42,646,3020000,8.6
20250801,250708_01,여름방학전 <내셔널지오그래픽 사진전>,40,2,42,200000,644,44,688,3220000,9.2
20250802,250708_01,여름방학전 <내셔널지오그래픽 사진전>,100,1,101,500000,744,45,789,3720000,10.6
20250803,250708_01,여름방학전 <내셔널지오그래픽 사진전>,101,2,103,505000,845,47,892,4225000,12.1
20250805,250708_01,여름방학전 <내셔널지오그래픽 사진전>,67,0,67,335000,912,47,959,4560000,13
20250806,250708_01,여름방학전 <내셔널지오그래픽 사진전>,14,10,24,70000,926,57,983,4630000,13.2
20250807,250708_01,여름방학전 <내셔널지오그래픽 사진전>,20,0,20,100000,946,57,1003,4730000,13.5
20250808,250708_01,여름방학전 <내셔널지오그래픽 사진전>,26,1,27,130000,972,58,1030,4860000,13.9
20250808,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",11,2,13,22000,11,2,13,22000,1.5
20250809,250708_01,여름방학전 <내셔널지오그래픽 사진전>,54,1,55,270000,1026,59,1085,5130000,14.7
20250809,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",9,19,28,18000,20,21,41,40000,2.7
20250810,250708_01,여름방학전 <내셔널지오그래픽 사진전>,61,1,62,305000,1087,60,1147,5435000,15.5
20250810,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",31,5,36,62000,51,26,77,102000,6.9
20250812,250708_01,여름방학전 <내셔널지오그래픽 사진전>,32,3,35,160000,1119,63,1182,5595000,16
20250812,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",15,4,19,30000,66,30,96,132000,9
20250813,250708_01,여름방학전 <내셔널지오그래픽 사진전>,28,5,33,140000,1147,68,1215,5735000,16.4
20250813,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",11,5,16,22000,77,35,112,154000,10.5
20250814,250708_01,여름방학전 <내셔널지오그래픽 사진전>,40,1,41,200000,1187,69,1256,5935000,17
20250814,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",11,2,13,22000,88,37,125,176000,12
20250815,250708_01,여름방학전 <내셔널지오그래픽 사진전>,106,7,113,530000,1293,76,1369,6465000,18.5
20250815,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",16,10,26,32000,104,47,151,208000,14.1
20250816,250708_01,여름방학전 <내셔널지오그래픽 사진전>,112,3,115,560000,1405,79,1484,7025000,20.1
20250816,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",32,5,37,64000,136,52,188,272000,18.5
20250817,250708_01,여름방학전 <내셔널지오그래픽 사진전>,86,7,93,430000,1491,86,1577,7455000,21.3
20250817,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",4,0,4,8000,140,52,192,280000,19
20250819,250708_01,여름방학전 <내셔널지오그래픽 사진전>,57,2,59,285000,1548,88,1636,7740000,22.1
20250819,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",10,2,12,20000,150,54,204,300000,20.4
20250820,250708_01,여름방학전 <내셔널지오그래픽 사진전>,21,8,29,105000,1569,96,1665,7845000,22.4
20250820,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",6,5,11,12000,156,59,215,312000,21.2
20250821,250708_01,여름방학전 <내셔널지오그래픽 사진전>,34,1,35,170000,1603,97,1700,8015000,22.9
20250821,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",11,2,13,22000,167,61,228,334000,22.7
20250822,250708_01,여름방학전 <내셔널지오그래픽 사진전>,58,3,61,290000,1661,100,1761,8305000,23.7
20250822,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",8,3,11,16000,175,64,239,350000,23.8
20250823,250708_01,여름방학전 <내셔널지오그래픽 사진전>,66,1,67,330000,1727,101,1828,8635000,24.7
20250823,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",13,2,15,26000,188,66,254,376000,25.6
20250824,250708_01,여름방학전 <내셔널지오그래픽 사진전>,87,7,94,435000,1814,108,1922,9070000,25.9
20250824,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",9,2,11,18000,197,68,265,394000,26.8
20250826,250708_01,여름방학전 <내셔널지오그래픽 사진전>,20,0,20,100000,1834,108,1942,9170000,26.2
20250826,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",4,9,13,8000,201,77,278,402000,27.3
20250827,250708_01,여름방학전 <내셔널지오그래픽 사진전>,25,0,25,125000,1859,108,1967,9295000,26.6
20250827,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",1,1,2,2000,202,78,280,404000,27.5
20250828,250708_01,여름방학전 <내셔널지오그래픽 사진전>,29,0,29,145000,1888,108,1996,9440000,27
20250828,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",9,0,9,18000,211,78,289,422000,28.7
20250829,250708_01,여름방학전 <내셔널지오그래픽 사진전>,45,7,52,225000,1933,115,2048,9665000,27.6
20250829,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",10,2,12,20000,221,80,301,442000,30.1
20250830,250708_01,여름방학전 <내셔널지오그래픽 사진전>,0,0,0,0,1933,115,2048,9665000,
20250830,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",25,3,28,50000,246,83,329,492000,33.5
20250831,250708_01,여름방학전 <내셔널지오그래픽 사진전>,108,10,118,540000,2041,125,2166,10205000,29.2
20250831,250808_01,"단기입주작가전 <홍원표_Memory, 존재와 감각의 흔적들>",31,0,31,62000,277,83,360,554000,37.7
20250902,250708_01,여름방학전 <내셔널지오그래픽 사진전>,12,0,12,60000,2053,125,2178,10265000,29.3
20250903,250708_01,여름방학전 <내셔널지오그래픽 사진전>,6,0,6,30000,2059,125,2184,10295000,29.4
20250904,250708_01,여름방학전 <내셔널지오그래픽 사진전>,10,0,10,50000,2069,125,2194,10345000,29.6
20250905,250708_01,여름방학전 <내셔널지오그래픽 사진전>,17,0,17,85000,2086,125,2211,10430000,29.8
20250906,250708_01,여름방학전 <내셔널지오그래픽 사진전>,108,2,110,540000,2194,127,2321,10970000,31.3
20250907,250708_01,여름방학전 <내셔널지오그래픽 사진전>,87,2,89,435000,2281,129,2410,11405000,32.6
20250909,250708_01,여름방학전 <내셔널지오그래픽 사진전>,23,3,26,115000,2304,132,2436,11520000,32.9
20250910,250708_01,여름방학전 <내셔널지오그래픽 사진전>,31,10,41,155000,2335,142,2477,11675000,33.4
20250911,250708_01,여름방학전 <내셔널지오그래픽 사진전>,103,8,111,515000,2438,150,2588,12190000,34.8
20250912,250708_01,여름방학전 <내셔널지오그래픽 사진전>,20,10,30,100000,2458,160,2618,12290000,35.1
20250913,250708_01,여름방학전 <내셔널지오그래픽 사진전>,78,2,80,390000,2536,162,2698,12680000,36.2
20250914,250708_01,여름방학전 <내셔널지오그래픽 사진전>,101,3,104,505000,2637,165,2802,13185000,37.7
20250916,250708_01,여름방학전 <내셔널지오그래픽 사진전>,65,4,69,325000,2702,169,2871,13510000,38.6
20250917,250708_01,여름방학전 <내셔널지오그래픽 사진전>,75,0,75,375000,2777,169,2946,13885000,39.7
20250918,250708_01,여름방학전 <내셔널지오그래픽 사진전>,94,1,95,470000,2871,170,3041,14355000,41
20250919,250708_01,여름방학전 <내셔널지오그래픽 사진전>,142,0,142,710000,3013,170,3183,15065000,43
20250920,250708_01,여름방학전 <내셔널지오그래픽 사진전>,89,24,113,445000,3102,194,3296,15510000,44.3
20250921,250708_01,여름방학전 <내셔널지오그래픽 사진전>,64,2,66,320000,3166,196,3362,15830000,45.2
20250923,250708_01,여름방학전 <내셔널지오그래픽 사진전>,1,0,1,5000,3167,196,3363,15835000,45.2
20250924,250708_01,여름방학전 <내셔널지오그래픽 사진전>,2,0,2,10000,3169,196,3365,15845000,45.3
20250925,250708_01,여름방학전 <내셔널지오그래픽 사진전>,12,1,13,60000,3181,197,3378,15905000,45.4
20250926,250708_01,여름방학전 <내셔널지오그래픽 사진전>,13,2,15,65000,3194,199,3393,15970000,45.6
20250927,250708_01,여름방학전 <내셔널지오그래픽 사진전>,40,1,41,200000,3234,200,3434,16170000,46.2
20250928,250708_01,여름방학전 <내셔널지오그래픽 사진전>,62,2,64,310000,3296,202,3498,16480000,47.1
20251017,251017_01,창작스튜디오 6기 입주작가전_김영진,42,2,44,84000,42,2,44,84000,3.3
20251018,251017_01,창작스튜디오 6기 입주작가전_김영진,12,136,148,24000,54,138,192,108000,4.3
20251019,251017_01,창작스튜디오 6기 입주작가전_김영진,48,2,50,96000,102,140,242,204000,8.1
20251021,251017_01,창작스튜디오 6기 입주작가전_김영진,2,0,2,4000,104,140,244,208000,8.3
20251022,251017_01,창작스튜디오 6기 입주작가전_김영진,14,0,14,28000,118,140,258,236000,9.4
20251023,251017_01,창작스튜디오 6기 입주작가전_김영진,20,3,23,40000,138,143,281,276000,11
20251024,251017_01,창작스튜디오 6기 입주작가전_김영진,38,1,39,76000,176,144,320,352000,14
20251025,251017_01,창작스튜디오 6기 입주작가전_김영진,33,3,36,66000,209,147,356,418000,16.6
20251026,251017_01,창작스튜디오 6기 입주작가전_김영진,23,1,24,46000,232,148,380,464000,18.4
20251028,251017_01,창작스튜디오 6기 입주작가전_김영진,6,1,7,12000,238,149,387,476000,18.9
20251029,251017_01,창작스튜디오 6기 입주작가전_김영진,186,2,188,372000,424,151,575,848000,33.7
20251030,251017_01,창작스튜디오 6기 입주작가전_김영진,32,4,36,64000,456,155,611,912000,36.2
20251031,251017_01,창작스튜디오 6기 입주작가전_김영진,31,1,32,62000,487,156,643,974000,38.7
20251101,251017_01,창작스튜디오 6기 입주작가전_김영진,41,4,45,82000,528,160,688,1056000,41.9
20251102,251017_01,창작스튜디오 6기 입주작가전_김영진,26,5,31,52000,554,165,719,1108000,44
20251107,251017_02,창작스튜디오 6기 입주작가전_김희수,576,165,741,1152000,576,165,741,1152000,45.7
20251107,251107_01,지역작가초대전 <이존립>,34,5,39,102000,34,5,39,102000,6.9
20251108,251017_02,창작스튜디오 6기 입주작가전_김희수,32,0,32,64000,608,165,773,1216000,48.3
20251108,251107_01,지역작가초대전 <이존립>,30,0,30,90000,64,5,69,192000,13.1
20251109,251017_02,창작스튜디오 6기 입주작가전_김희수,7,2,9,14000,615,167,782,1230000,48.8
20251109,251107_01,지역작가초대전 <이존립>,49,3,52,147000,113,8,121,339000,23.1
20251111,251017_02,창작스튜디오 6기 입주작가전_김희수,5,1,6,10000,620,168,788,1240000,49.2
20251111,251107_01,지역작가초대전 <이존립>,20,81,101,60000,133,89,222,399000,27.1
20251112,251017_02,창작스튜디오 6기 입주작가전_김희수,16,0,16,32000,636,168,804,1272000,50.5
20251112,251107_01,지역작가초대전 <이존립>,34,2,36,102000,167,91,258,501000,34.1
20251113,251017_02,창작스튜디오 6기 입주작가전_김희수,25,2,27,50000,661,170,831,1322000,52.5
20251113,251107_01,지역작가초대전 <이존립>,48,10,58,144000,215,101,316,645000,43.9
20251114,251017_02,창작스튜디오 6기 입주작가전_김희수,35,4,39,70000,696,174,870,1392000,55.2
20251114,251107_01,지역작가초대전 <이존립>,26,2,28,78000,241,103,344,723000,49.2
20251115,251017_02,창작스튜디오 6기 입주작가전_김희수,59,2,61,118000,755,176,931,1510000,59.9
20251115,251107_01,지역작가초대전 <이존립>,61,10,71,183000,302,113,415,906000,61.6
20251116,251017_02,창작스튜디오 6기 입주작가전_김희수,26,0,26,52000,781,176,957,1562000,62
20251116,251107_01,지역작가초대전 <이존립>,40,1,41,120000,342,114,456,1026000,69.8
20251118,251017_02,창작스튜디오 6기 입주작가전_김희수,10,2,12,20000,791,178,969,1582000,62.8
20251118,251107_01,지역작가초대전 <이존립>,13,5,18,39000,355,119,474,1065000,72.4
20251119,251017_02,창작스튜디오 6기 입주작가전_김희수,16,1,17,32000,807,179,986,1614000,64
20251119,251107_01,지역작가초대전 <이존립>,100,2,102,300000,455,121,576,1365000,92.9
20251120,251017_02,창작스튜디오 6기 입주작가전_김희수,48,4,52,96000,855,183,1038,1710000,67.9
20251120,251107_01,지역작가초대전 <이존립>,23,0,23,69000,478,121,599,1434000,97.6
20251121,251017_02,창작스튜디오 6기 입주작가전_김희수,41,5,46,82000,896,188,1084,1792000,71.1
20251121,251107_01,지역작가초대전 <이존립>,27,1,28,81000,505,122,627,1515000,103.1
20251122,251017_02,창작스튜디오 6기 입주작가전_김희수,64,6,70,128000,960,194,1154,1920000,76.2
20251122,251107_01,지역작가초대전 <이존립>,99,2,101,297000,604,124,728,1812000,123.3
20251123,251017_02,창작스튜디오 6기 입주작가전_김희수,25,6,31,50000,985,200,1185,1970000,78.2
20251123,251107_01,지역작가초대전 <이존립>,57,11,68,171000,661,135,796,1983000,134.9
20251125,251107_01,지역작가초대전 <이존립>,20,2,22,60000,681,137,818,2043000,139
20251126,251107_01,지역작가초대전 <이존립>,115,2,117,345000,796,139,935,2388000,162.4
20251127,251107_01,지역작가초대전 <이존립>,111,8,119,333000,907,147,1054,2721000,185.1
20251128,251017_03,창작스튜디오 6기 입주작가전_형세린,1024,209,1233,2048000,1024,209,1233,2048000,81.3
20251128,251107_01,지역작가초대전 <이존립>,17,7,24,51000,924,154,1078,2772000,188.6
20251129,251017_03,창작스튜디오 6기 입주작가전_형세린,73,8,81,146000,1097,217,1314,2194000,87.1
20251129,251107_01,지역작가초대전 <이존립>,90,3,93,270000,1014,157,1171,3042000,206.9
20251130,251017_03,창작스튜디오 6기 입주작가전_형세린,39,1,40,78000,1136,218,1354,2272000,90.2
20251130,251107_01,지역작가초대전 <이존립>,57,2,59,171000,1071,159,1230,3213000,218.6
20251202,251017_03,창작스튜디오 6기 입주작가전_형세린,14,3,17,28000,1150,221,1371,2300000,91.3
20251202,251107_01,지역작가초대전 <이존립>,14,3,17,42000,1085,162,1247,3255000,221.4
20251203,251017_03,창작스튜디오 6기 입주작가전_형세린,9,3,12,18000,1159,224,1383,2318000,92
20251203,251107_01,지역작가초대전 <이존립>,12,10,22,36000,1097,172,1269,3291000,223.9
20251204,251017_03,창작스튜디오 6기 입주작가전_형세린,10,0,10,20000,1169,224,1393,2338000,92.8
20251204,251107_01,지역작가초대전 <이존립>,46,4,50,138000,1143,176,1319,3429000,233.3
20251205,251017_03,창작스튜디오 6기 입주작가전_형세린,5,8,13,10000,1174,232,1406,2348000,93.2
20251205,251107_01,지역작가초대전 <이존립>,22,2,24,66000,1165,178,1343,3495000,237.8
20251206,251017_03,창작스튜디오 6기 입주작가전_형세린,31,1,32,62000,1205,233,1438,2410000,95.6
20251206,251107_01,지역작가초대전 <이존립>,5,0,5,15000,1170,178,1348,3510000,238.8
20251207,251017_03,창작스튜디오 6기 입주작가전_형세린,25,5,30,50000,1230,238,1468,2460000,97.6
20251207,251107_01,지역작가초대전 <이존립>,45,6,51,135000,1215,184,1399,3645000,248
20251209,251017_03,창작스튜디오 6기 입주작가전_형세린,14,0,14,28000,1244,238,1482,2488000,98.7
20251209,251107_01,지역작가초대전 <이존립>,122,5,127,366000,1337,189,1526,4011000,272.9
20251210,251017_03,창작스튜디오 6기 입주작가전_형세린,27,0,27,54000,1271,238,1509,2542000,100.9
20251210,251107_01,지역작가초대전 <이존립>,11,0,11,33000,1348,189,1537,4044000,275.1
20251211,251017_03,창작스튜디오 6기 입주작가전_형세린,12,1,13,24000,1283,239,1522,2566000,101.8
20251211,251107_01,지역작가초대전 <이존립>,12,3,15,36000,1360,192,1552,4080000,277.6
20251212,251017_03,창작스튜디오 6기 입주작가전_형세린,18,1,19,36000,1301,240,1541,2602000,103.3
20251212,251107_01,지역작가초대전 <이존립>,154,4,158,462000,1514,196,1710,4542000,309
20251213,251017_03,창작스튜디오 6기 입주작가전_형세린,62,4,66,124000,1363,244,1607,2726000,108.2
20251213,251107_01,지역작가초대전 <이존립>,39,9,48,117000,1553,205,1758,4659000,316.9
20251214,251017_03,창작스튜디오 6기 입주작가전_형세린,33,6,39,66000,1396,250,1646,2792000,110.8
20251214,251107_01,지역작가초대전 <이존립>,25,0,25,75000,1578,205,1783,4734000,322
20251216,251017_03,창작스튜디오 6기 입주작가전_형세린,8,0,8,16000,1404,250,1654,2808000,111.4
20251216,251107_01,지역작가초대전 <이존립>,19,6,25,57000,1597,211,1808,4791000,325.9
20251217,251017_03,창작스튜디오 6기 입주작가전_형세린,20,3,23,40000,1424,253,1677,2848000,113
20251217,251107_01,지역작가초대전 <이존립>,28,11,39,84000,1625,222,1847,4875000,331.6
20251218,251017_03,창작스튜디오 6기 입주작가전_형세린,29,2,31,58000,1453,255,1708,2906000,115.3
20251218,251107_01,지역작가초대전 <이존립>,29,7,36,87000,1654,229,1883,4962000,337.6
20251219,251017_03,창작스튜디오 6기 입주작가전_형세린,13,7,20,26000,1466,262,1728,2932000,116.3
20251219,251107_01,지역작가초대전 <이존립>,136,1,137,408000,1790,230,2020,5370000,365.3
20251220,251017_03,창작스튜디오 6기 입주작가전_형세린,35,0,35,70000,1501,262,1763,3002000,119.1
20251220,251107_01,지역작가초대전 <이존립>,47,2,49,141000,1837,232,2069,5511000,374.9
20251221,251017_03,창작스튜디오 6기 입주작가전_형세린,18,0,18,36000,1519,262,1781,3038000,120.6
20251221,251107_01,지역작가초대전 <이존립>,43,0,43,129000,1880,232,2112,5640000,383.7
20251223,251107_01,지역작가초대전 <이존립>,59,1,60,177000,1939,233,2172,5817000,395.7
20251224,251107_01,지역작가초대전 <이존립>,41,0,41,123000,1980,233,2213,5940000,404.1
20251225,251107_01,지역작가초대전 <이존립>,59,4,63,177000,2039,237,2276,6117000,416.1
20251226,251107_01,지역작가초대전 <이존립>,9,3,12,27000,2048,240,2288,6144000,418
20251227,251107_01,지역작가초대전 <이존립>,32,9,41,96000,2080,249,2329,6240000,424.5
20251228,251107_01,지역작가초대전 <이존립>,25,0,25,75000,2105,249,2354,6315000,429.6
20260213,260213_01,창작스튜디오 7기 입주작가 프리뷰,35,4,39,70000,35,4,39,70000,3.4
20260214,260213_01,창작스튜디오 7기 입주작가 프리뷰,50,0,50,100000,85,4,89,170000,8.2
20260215,260213_01,창작스튜디오 7기 입주작가 프리뷰,73,3,76,146000,158,7,165,316000,15.2
20260218,260213_01,창작스튜디오 7기 입주작가 프리뷰,47,3,50,94000,205,10,215,410000,19.7
20260219,260213_01,창작스튜디오 7기 입주작가 프리뷰,26,0,26,52000,231,10,241,462000,22.2
20260220,260213_01,창작스튜디오 7기 입주작가 프리뷰,25,0,25,50000,256,10,266,512000,24.6
20260221,260213_01,창작스튜디오 7기 입주작가 프리뷰,34,0,34,68000,290,10,300,580000,27.9
20260222,260213_01,창작스튜디오 7기 입주작가 프리뷰,24,0,24,48000,314,10,324,628000,30.2
20260224,260213_01,창작스튜디오 7기 입주작가 프리뷰,8,0,8,16000,322,10,332,644000,31
20260225,260213_01,창작스튜디오 7기 입주작가 프리뷰,31,3,34,62000,353,13,366,706000,33.9
20260226,260213_01,창작스튜디오 7기 입주작가 프리뷰,22,5,27,44000,375,18,393,750000,36.1
20260227,260213_01,창작스튜디오 7기 입주작가 프리뷰,22,0,22,44000,397,18,415,794000,38.2
20260227,260227_01,어린이미술전 <우리 SUM 타볼래>,5,0,5,29000,5,0,5,29000,0.1
20260228,260213_01,창작스튜디오 7기 입주작가 프리뷰,33,3,36,66000,430,21,451,860000,41.3
20260228,260227_01,어린이미술전 <우리 SUM 타볼래>,33,1,34,199000,38,1,39,228000,0.7
20260301,260213_01,창작스튜디오 7기 입주작가 프리뷰,51,1,52,102000,481,22,503,962000,46.3
20260301,260227_01,어린이미술전 <우리 SUM 타볼래>,42,3,45,254000,80,4,84,482000,1.5
20260303,260213_01,창작스튜디오 7기 입주작가 프리뷰,10,0,10,20000,491,22,513,982000,47.2
20260303,260227_01,어린이미술전 <우리 SUM 타볼래>,4,1,5,22000,84,5,89,504000,1.6
20260304,260213_01,창작스튜디오 7기 입주작가 프리뷰,14,2,16,28000,505,24,529,1010000,48.6
20260304,260227_01,어린이미술전 <우리 SUM 타볼래>,7,0,7,41000,91,5,96,545000,1.7
20260305,260213_01,창작스튜디오 7기 입주작가 프리뷰,11,0,11,22000,516,24,540,1032000,49.6
20260305,260227_01,어린이미술전 <우리 SUM 타볼래>,2,0,2,12000,93,5,98,557000,1.8
20260306,260213_01,창작스튜디오 7기 입주작가 프리뷰,4,0,4,8000,520,24,544,1040000,50
20260306,260227_01,어린이미술전 <우리 SUM 타볼래>,12,1,13,64000,105,6,111,621000,2
20260307,260213_01,창작스튜디오 7기 입주작가 프리뷰,39,2,41,78000,559,26,585,1118000,53.8
20260307,260227_01,어린이미술전 <우리 SUM 타볼래>,21,4,25,125000,126,10,136,746000,2.4
20260308,260213_01,창작스튜디오 7기 입주작가 프리뷰,27,5,32,54000,586,31,617,1172000,56.3
20260308,260227_01,어린이미술전 <우리 SUM 타볼래>,44,2,46,262000,170,12,182,1008000,3.2
20260310,260213_01,창작스튜디오 7기 입주작가 프리뷰,10,7,17,20000,596,38,634,1192000,57.3
20260310,260227_01,어린이미술전 <우리 SUM 타볼래>,6,1,7,36000,176,13,189,1044000,3.3
20260311,260213_01,창작스튜디오 7기 입주작가 프리뷰,12,2,14,24000,608,40,648,1216000,58.5
20260311,260227_01,어린이미술전 <우리 SUM 타볼래>,4,1,5,22000,180,14,194,1066000,3.4
20260312,260213_01,창작스튜디오 7기 입주작가 프리뷰,28,2,30,56000,636,42,678,1272000,61.2
20260312,260227_01,어린이미술전 <우리 SUM 타볼래>,2,1,3,10000,182,15,197,1076000,3.4
20260313,260213_01,창작스튜디오 7기 입주작가 프리뷰,11,0,11,22000,647,42,689,1294000,62.2
20260313,260227_01,어린이미술전 <우리 SUM 타볼래>,66,0,66,298500,248,15,263,1374500,4.4
20260314,260213_01,창작스튜디오 7기 입주작가 프리뷰,44,0,44,88000,691,42,733,1382000,66.4
20260314,260227_01,어린이미술전 <우리 SUM 타볼래>,72,3,75,414000,320,18,338,1788500,5.7
20260315,260213_01,창작스튜디오 7기 입주작가 프리뷰,45,0,45,90000,736,42,778,1472000,70.8
20260315,260227_01,어린이미술전 <우리 SUM 타볼래>,46,3,49,266000,366,21,387,2054500,6.5
20260317,260213_01,창작스튜디오 7기 입주작가 프리뷰,4,3,7,8000,740,45,785,1480000,71.2
20260317,260227_01,어린이미술전 <우리 SUM 타볼래>,5,5,10,27000,371,26,397,2081500,6.6
20260318,260213_01,창작스튜디오 7기 입주작가 프리뷰,15,0,15,30000,755,45,800,1510000,72.6
20260318,260227_01,어린이미술전 <우리 SUM 타볼래>,5,2,7,29000,376,28,404,2110500,6.7
20260319,260213_01,창작스튜디오 7기 입주작가 프리뷰,15,0,15,30000,770,45,815,1540000,74
20260319,260227_01,어린이미술전 <우리 SUM 타볼래>,7,2,9,35000,383,30,413,2145500,6.8
20260320,260213_01,창작스튜디오 7기 입주작가 프리뷰,4,3,7,8000,774,48,822,1548000,74.4
20260320,260227_01,어린이미술전 <우리 SUM 타볼래>,24,0,24,148000,407,30,437,2293500,7.3
20260321,260213_01,창작스튜디오 7기 입주작가 프리뷰,32,2,34,64000,806,50,856,1612000,77.5
20260321,260227_01,어린이미술전 <우리 SUM 타볼래>,77,5,82,431000,484,35,519,2724500,8.6
20260322,260213_01,창작스튜디오 7기 입주작가 프리뷰,22,0,22,44000,828,50,878,1656000,79.6
20260322,260227_01,어린이미술전 <우리 SUM 타볼래>,86,5,91,496000,570,40,610,3220500,10.2
20260324,260227_01,어린이미술전 <우리 SUM 타볼래>,10,0,10,50000,580,40,620,3270500,10.4
20260325,260227_01,어린이미술전 <우리 SUM 타볼래>,2,2,4,12000,582,42,624,3282500,10.4
20260326,260227_01,어린이미술전 <우리 SUM 타볼래>,4,1,5,22000,586,43,629,3304500,10.5
20260327,260227_01,어린이미술전 <우리 SUM 타볼래>,8,3,11,48000,594,46,640,3352500,10.6
20260327,260327_01,섬냥이 in 장도,2,4,6,6000,2,4,6,6000,0.1
20260328,260227_01,어린이미술전 <우리 SUM 타볼래>,54,4,58,318000,648,50,698,3670500,11.7
20260328,260327_01,섬냥이 in 장도,89,0,89,267000,91,4,95,273000,2.7
20260329,260227_01,어린이미술전 <우리 SUM 타볼래>,32,1,33,170000,680,51,731,3840500,12.2
20260329,260327_01,섬냥이 in 장도,63,0,63,189000,154,4,158,462000,4.6
20260331,260227_01,어린이미술전 <우리 SUM 타볼래>,5,1,6,27000,685,52,737,3867500,12.3
20260331,260327_01,섬냥이 in 장도,8,0,8,24000,162,4,166,486000,4.9
20260401,260227_01,어린이미술전 <우리 SUM 타볼래>,5,0,5,29000,690,52,742,3896500,12.4
20260401,260327_01,섬냥이 in 장도,9,0,9,27000,171,4,175,513000,5.1
20260402,260227_01,어린이미술전 <우리 SUM 타볼래>,16,1,17,84000,706,53,759,3980500,12.6
20260402,260327_01,섬냥이 in 장도,12,1,13,36000,183,5,188,549000,5.5
20260403,260227_01,어린이미술전 <우리 SUM 타볼래>,14,3,17,72000,720,56,776,4052500,12.9
20260403,260327_01,섬냥이 in 장도,37,0,37,111000,220,5,225,660000,6.6
20260404,260227_01,어린이미술전 <우리 SUM 타볼래>,53,1,54,299000,773,57,830,4351500,13.8
20260404,260327_01,섬냥이 in 장도,65,1,66,195000,285,6,291,855000,8.6
20260405,260227_01,어린이미술전 <우리 SUM 타볼래>,62,3,65,366000,835,60,895,4717500,15
20260405,260327_01,섬냥이 in 장도,66,0,66,198000,351,6,357,1053000,10.5
