uid	번호	구분	공연장	티켓오픈	제목	모수	연령_20세 미만	연령_20~29세	연령_30~39세	연령_40~49세	연령_50~59세	연령_60~69세	연령_70세 이상	거주_여수	거주_순천	거주_광양	거주_호남	거주_광주	거주_호남외지역
974	962	대관	소극장	2023.05.23 10시	2023 제8회 여수에코국제음악제 6/15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
973	961	대관	대극장	2023.05.11 01시	더비기닝 제9회 여수클래식영재육성을위한음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
972	960	대관	소극장	2023.05.17 01시	이음 스트링 챔버 오케스트라 제4회 정기연주회 낭만을 꽃피우다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
971	959	대관	소극장	2023.05.17 01시	뮤직스토리 인 앙상블여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970	958	기획	대극장	2023.04.27 15시	국립발레단 <지젤> - 여수	1	100	0	0	0	0	0	0	100	0	0	0	0	0
969	957	대관	대극장	2023.04.20 01시	[공연장상주단체]제12회 정기연주회 낭만주의 거장 차이코프스키&드보르작	0	0	0	0	0	0	0	0	0	0	0	0	0	0
968	956	기획	대극장	2023.04.20 14시	브런치콘서트 'OST Classic'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
967	955	대관	대극장	2023.04.19 01시	김수연 명창과 함께하는 효 큰잔치	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	954	대관	소극장	2023.04.19 01시	흥보, 그 삶의 무게와 꿈	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965	953	대관	대극장	2023.04.11 01시	여수시립합창단 제83회 정기연주회 봄내음 가득 오페라 속으로	0	0	0	0	0	0	0	0	0	0	0	0	0	0
964	952	기획	대극장	2023.04.06 16시	집중력 향상을 위한 <실험실 콘서트>	1	0	0	0	0	0	0	100	100	0	0	0	0	0
963	951	대관	소극장	2023.03.28 01시	한국음악협회 여수지부 신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	950	대관	대극장	2023.03.28 02시	뮤지컬 〈여신님이 보고 계셔〉 10th Anniversary - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961	949	대관	대극장	2023.03.23 14시	2023 조항조&진성 앙상블콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960	948	대관	소극장	2023.03.18 01시	한치윤&김꽃비 듀오리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959	947	대관	대극장	2023.03.17 01시	여수시 개항 100주년 기념 뮤지컬 1598 여수밤바다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958	946	대관	대극장	2023.03.09 01시	열린심포니오케스트라 제 18회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	945	대관	소극장	2023.03.07 01시	바이올리니스트 서주희와 함께하는 제1회 여수 영아티스트 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
956	944	대관	대극장	2023.03.03 01시	EBS 최고다 호기심 딱지	0	0	0	0	0	0	0	0	0	0	0	0	0	0
955	943	대관	소극장	2023.02.14 01시	프란츠 리스트에게의 헌정 :이별 홍은혜 피아노 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
954	942	대관	대극장	2023.02.10 01시	시크릿쥬쥬 별의여신 뮤지컬 시즌3_마지막 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
953	941	기획	대극장	2023.02.14 14시	브런치콘서트 〈미술 속 음악 이야기-프리다칼로, 자클린 뒤 프레를 만나다〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
952	940	대관	소극장	2023.02.09 01시	한세페다고지 연구회와 함께하는 콩쿠르 릴레이 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951	939	대관	대극장	2023.02.17 02시	2023 김창옥 토크 콘서트_여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950	938	대관	대극장	2023.02.01 01시	2023 남진 60주년 콘서트 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949	937	대관	소극장	2023.02.01 01시	2023 여수오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
948	936	기획	대극장	2023.02.06 11시	뮤지컬 <장수탕 선녀님> - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
947	935	대관	대극장	2023.01.20 09시	2023 이은미 여수 콘서트 녹턴	0	0	0	0	0	0	0	0	0	0	0	0	0	0
946	934	대관	소극장	2023.02.01 01시	제6회 청소년 플루트 앙상블 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945	933	공동기획	대극장	2023.01.19 11시	뮤지컬 <브로드웨이 42번가> - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
944	932	대관	대극장	2023.01.13 01시	제3회 전남동부극동방송 어린이합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943	931	대관	대극장	2023.01.12 01시	히사이시 조 영화음악 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	930	대관	대극장	2022.12.30 11시	뮤지컬 알사탕	0	0	0	0	0	0	0	0	0	0	0	0	0	0
941	929	대관	소극장	2022.12.20 01시	박성언의 음악식당 연말콘서트	1	0	0	0	100	0	0	0	0	0	100	0	0	0
940	928	대관	대극장	2022.12.16 01시	2022 여수시립예술단 송년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
939	927	대관	대극장	2022.12.12 09시	하모나이즈 콘서트 The SHOWCHOIR - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
938	926	대관	대극장	2022.12.14 09시	가족오페라 '신콩쥐'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
937	925	기획	대극장	2022.12.01 10시	2023 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
936	924	대관	대극장	2022.11.24 01시	THE BEGINNING 제8회 여수클래식 영재육성을 위한 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
935	923	대관	대극장	2022.11.24 01시	섬&사람 마음을 잇다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
934	922	대관	소극장	2022.11.18 01시	신혜미 가야금 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
933	921	대관	대극장	2022.11.17 01시	교원교향악단 제14회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
932	920	대관	소극장	2022.11.17 01시	야망춘향	0	0	0	0	0	0	0	0	0	0	0	0	0	0
931	919	대관	대극장	2022.11.10 01시	제47회 한국음악협회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
930	918	대관	대극장	2022.11.09 01시	여수 영재교육원 오케스트라 정기연주회 클래식 그리고 GAME ON	0	0	0	0	0	0	0	0	0	0	0	0	0	0
929	917	대관	대극장	2022.11.15 01시	김현철의 유쾌한 오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
928	916	대관	대극장	2022.11.17 01시	전남CTS개국18주년 가을음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
927	915	대관	대극장	2022.11.04 01시	손양원목사순교72주년 The 사랑 concert 현진영 조성모	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	914	대관	대극장	2022.11.24 01시	소프라노 조미숙 독창회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
925	913	공동기획	대극장	2022.11.10 11시	크리스마스 재즈 나잇 CHRISTMAS JAZZ NIGHT - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
924	912	공동기획	소극장	2022.11.10 11시	국민연극 「라이어2탄 : 그후20년」 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	911	대관	대극장	2022.11.01 01시	여수시립합창단 제81회 정기연주회 하이든 천지창조	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	910	대관	소극장	2022.10.26 01시	CY오케스트라 제2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	909	대관	소극장	2022.10.25 01시	전남 CBS 가족과 함께하는 감사잔치 바리톤 고성현 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
919	908	대관	소극장	2022.10.21 01시	여수필하모닉오케스트라 제34회 정기연주회 송년음악회 실내악시리즈 Ⅲ(일정변경)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
918	907	대관	대극장	2022.10.18 01시	JOY OF PERCUSSION 꿈다락 4회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	906	대관	대극장	2022.10.18 01시	여수시립국악단 제41회 정기공연 월하	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	905	대관	소극장	2022.10.13 01시	김선미 waa 판 세번째 여류지화	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	904	기획	대극장	2022.10.14 12시	브런치콘서트 <크리스마스 첼로의 성가>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
914	903	기획	소극장	2022.10.13 10시	뮤지컬 〈포파이〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
913	902	공동기획	대극장	2022.10.12 14시	뮤지컬 〈킹키부츠〉 - 여수	76	10.52	32.91	32.89	21.05	2.63	0	0	47.38	17.1	11.84	0	5.26	18.42
912	901	대관	대극장	2022.10.13 02시	심포니 오브 메이플 스토리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911	900	대관	대극장	2022.09.29 01시	그레이트 서울 인베이전 전국투어 콘서트 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
910	899	대관	대극장	2022.09.28 01시	YB TOUR LIGHTS - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909	898	대관	대극장	2022.10.05 04시	히사이시조 영화음악 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
908	897	대관	대극장	2022.09.27 01시	1948 침묵	0	0	0	0	0	0	0	0	0	0	0	0	0	0
907	896	대관	소극장	2022.09.27 01시	한국음악협회 여수지부 가을밤의세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
906	895	대관	대극장	2022.09.23 01시	제11회 유진오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
905	894	대관	소극장	2022.09.21 01시	쉼표 잠시 쉬었다 가도 괜찮아	0	0	0	0	0	0	0	0	0	0	0	0	0	0
904	893	대관	대극장	2022.09.20 01시	제46회 여수예술제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
903	892	대관	소극장	2022.09.20 01시	제2회 플루트인 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
902	891	대관	소극장	2022.09.06 01시	소프라노 박준영 창작가곡 리사이틀 <순수>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	890	대관	소극장	2022.09.02 01시	IYAGI 퓨전공연 출두요!	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900	889	대관	대극장	2022.08.26 11시	2022 최현우 〈THE BRAIN〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
899	888	기획	기타	2022.09.01 14시	예울마루 개관 10주년 기념 〈G 페스티벌〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
898	887	기획	기타	2022.09.01 13시	GS칼텍스 예울마루 개관 10주년 기념 프린지 콘서트 및 야외 영화제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
897	886	기획	대극장	2022.08.30 14시	GS칼텍스 예울마루 개관 10주년 기념 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
896	885	기획	기타	2022.09.01 13시	GS칼텍스 예울마루 개관 10주년 기념 G콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	884	기획	대극장	2022.08.17 10시	연극〈갈매기〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
894	883	기획	대극장	2022.08.10 09시	양성원&엔리코 파체 듀오 리사이틀 - 여수	1	0	0	0	0	100	0	0	0	100	0	0	0	0
893	882	대관	소극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 체임버연주회 3 With 반도네오니스트 고상지	0	0	0	0	0	0	0	0	0	0	0	0	0	0
892	881	대관	대극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 특별연주회 2 - 드라마 속 클래식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	880	대관	소극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 체임버연주회 2 With 하모니시스트 박종성	0	0	0	0	0	0	0	0	0	0	0	0	0	0
890	879	대관	소극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 체임버연주회 1 With 기타리스트 박규희	0	0	0	0	0	0	0	0	0	0	0	0	0	0
889	878	대관	대극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 특별연주회 1 - 피아니스트 손민수 ‘초절기교’	0	0	0	0	0	0	0	0	0	0	0	0	0	0
888	877	대관	대극장	2022.08.12 14시	2022남도국제음악제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
887	876	대관	대극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 개막연주회 - 정명훈의 ‘오르간’ 심포니	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	875	대관	대극장	2022.08.09 14시	KBS교향악단과 함께하는 제6회 여수음악제 폐막연주회 - 여섯 번째 '결실'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	874	대관	대극장	2022.08.06 01시	해설이 있는 오페라 부파 갈라 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
884	873	대관	소극장	2022.08.06 01시	제3회 가야금앙상블 뜰연 너울을 거닐다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
883	872	기획	대극장	2022.08.09 11시	2022 예울마루 실내악페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
882	871	대관	대극장	2022.08.11 01시	7th 2022 여수 ECO 국제음악제(8/28)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
881	870	대관	대극장	2022.08.11 01시	7th 2022 여수 ECO 국제음악제(8/26)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
880	869	대관	대극장	2022.08.11 01시	7th 2022 여수 ECO 국제음악제(8/25)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
879	868	대관	소극장	2022.08.11 01시	7th 2022 여수 ECO 국제음악제(8/24)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
878	867	대관	대극장	2022.08.01 01시	헤럴드경제.남도일보 가을콘서트 “The Magic” - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	866	기획	대극장	2022.07.28 11시	국립발레단 전막 발레〈백조의 호수〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876	865	공동기획	대극장	2022.07.12 10시	뮤지컬쇼 〈핑크퐁과 아기상어의 월드투어쇼〉- 여수	1	0	0	100	0	0	0	0	0	0	0	0	0	100
875	864	기획	대극장	2022.07.14 10시	브런치콘서트 <빈센트 반 고흐, 그리고 클래식>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874	863	기획	대극장	2022.07.08 08시	예매 테스트 상품	0	0	0	0	0	0	0	0	0	0	0	0	0	0
873	862	대관	대극장	2022.07.04 11시	뮤지컬 헬로카봇 시즌6_흔들흔들 댄스파티	0	0	0	0	0	0	0	0	0	0	0	0	0	0
872	861	대관	소극장	2022.07.01 01시	바로크를 추앙하다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871	860	대관	대극장	2022.06.29 01시	영원한 현재 (서진아 피아노 독주회)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
870	859	기획	대극장	2022.06.23 13시	헬로!오페라〈사랑의 묘약〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
869	858	대관	대극장	2022.06.21 01시	Summer Festival 맛있는 클래식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
868	857	기획	소극장	2022.06.16 13시	가족뮤지컬 〈캔터빌의 유령〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
867	856	기획	대극장	2022.05.31 10시	이머시브 가족뮤지컬 〈알피〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
866	855	대관	소극장	2022.05.27 01시	트리오제이 제4회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
865	854	대관	대극장	2022.05.27 09시	2022 이승환 콘서트 〈당신이 원하는 바로 그 콘서트〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864	853	대관	소극장	2022.05.25 01시	앙상블여수 정기연주회 '위로와 평화'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
863	852	대관	소극장	2022.05.20 01시	오예스유 시리즈 모인콰르텟 제1회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
862	851	기획	대극장	2022.05.19 10시	와이즈발레단 〈VITA〉 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
861	850	대관	소극장	2022.05.18 01시	이음스트링챔버오케스트라 제3회 정기연주회 Bohemian Romance	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	849	공동기획	대극장	2022.06.02 10시	뮤지컬 지킬앤하이드 (Jekyll＆Hyde) - 여수	1	0	0	0	100	0	0	0	100	0	0	0	0	0
859	848	기획	대극장	2022.05.04 10시	2022 코리안챔버오케스트라 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858	847	대관	대극장	2022.05.03 14시	이은결 MAGIC&ILLUSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	846	대관	대극장	2022.04.28 01시	여수시립합창단 제80회 정기연주회 오월이 전하는 꽃비	0	0	0	0	0	0	0	0	0	0	0	0	0	0
856	845	기획	대극장	2022.04.19 10시	브런치콘서트〈쇼팽으로 만나는 디즈니〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	844	대관	대극장	2022.04.12 01시	제11회 정기연주회 거장의 울림	0	0	0	0	0	0	0	0	0	0	0	0	0	0
854	843	대관	대극장	2022.04.12 01시	다시 봄... 그대와 희망을 꿈꾸며	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	842	기획	대극장	2022.04.07 10시	조재혁 쇼팽 음반발매 기념 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
852	841	대관	대극장	2022.04.06 01시	2022 여수오케스트라 기획연주	0	0	0	0	0	0	0	0	0	0	0	0	0	0
851	840	대관	소극장	2022.03.29 01시	한국음악협회 여수지부 신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850	839	대관	대극장	2022.03.25 01시	2022 theatre 이문세콘서트 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849	838	대관	대극장	01시	열린심포니오케스트라 제 17회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
848	837	대관	소극장	01시	'가곡연주회-세미나콘서트' 이탈리아를 Let's SING!	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	836	대관	대극장	01시	2022 Joy Of Percussion 제 3회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846	835	대관	대극장	01시	미디어아트 X VRI String Quartet의 환경메시지 SAVE THE PLANET	0	0	0	0	0	0	0	0	0	0	0	0	0	0
845	834	대관	소극장	2022.02.16 01시	클래식 음악 여행	0	0	0	0	0	0	0	0	0	0	0	0	0	0
844	833	공동기획	대극장	2022.02.17 10시	뮤지컬 〈레베카〉 - 여수	2	0	50	0	0	50	0	0	0	0	50	0	0	50
843	832	기획	대극장	2022.02.04 10시	브런치콘서트〈엔니오 모리꼬네를 위하여〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
842	831	대관	대극장	2022.01.15 01시	신비아파트 뮤지컬 시즌5：감염된 도시의 비밀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
841	830	대관	대극장	2022.01.12 01시	연극<친정엄마와 2박3일>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840	829	대관	소극장	2022.01.11 01시	유세형 피아노 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
839	828	공동기획	대극장	2022.01.13 10시	연극 <더 드레서>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838	827	대관	소극장	2022.01.05 01시	연희판놀음 <상생의 비나리>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
837	826	대관	대극장	01시	클래식산책 해설이 있는 오페라 갈라콘서트 < CARMEN >	0	0	0	0	0	0	0	0	0	0	0	0	0	0
836	825	대관	소극장	01시	Wald 오케스트라와 함께하는 유진 청소년 유망신예 협연의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
835	824	대관	대극장	2021.12.22 09시	쇼콰이어그룹 하모나이즈의 해피홀릭 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
834	823	대관	대극장	2021.12.09 01시	뮤지컬 번개맨 : 검은 번개맨의 정체는?	1	0	0	100	0	0	0	0	100	0	0	0	0	0
833	822	대관	대극장	2021.12.09 01시	2022 김창옥 토크콘서트 시즌 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
832	821	대관	대극장	2021.12.09 18시	임현정의 바흐 렉쳐콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	820	대관	대극장	2021.12.09 01시	어린이 가족 뮤지컬 <신데렐라>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	819	대관	대극장	01시	The BEGINNING 제 8회 여수클래식 영재육성을 위한 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	818	대관	대극장	01시	2021 여수영재교육원 예술영재 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
828	817	대관	대극장	01시	2021 송년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	816	기획	대극장	2021.11.25 10시	2022 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
826	815	대관	대극장	01시	한국음악협회 여수지부 제 46회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
825	814	대관	대극장	2021.11.01 01시	피아졸라 100주년 퀸텟 내한공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	813	대관	대극장	01시	여수심포니 오케스트라 섬을 노래하다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	812	대관	대극장	2021.11.01 02시	2021 남도국제음악제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822	811	대관	대극장	01시	MODAFE LEGEND STAGE in Yeosu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	810	대관	소극장	01시	두 개의 선율, 하나의 울림 허혜정&정기쁨 바이올린 듀오 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	809	대관	대극장	01시	여수교원교향악단 제 13회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
819	808	대관	대극장	01시	여수시립국악단 제 39회 정기공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	807	기획	대극장	2021.11.12 11시	페인터즈-여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	806	대관	소극장	2021.11.11 01시	제 10회 한독음악교류 유진 청소년 오케스트라 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	805	대관	소극장	01시	달빛처럼	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	804	공동기획	소극장	2021.11.04 10시	국민연극 〈라이어3탄 : 튀어!〉 - 여수	1	0	0	0	100	0	0	0	0	100	0	0	0	0
814	803	대관	대극장	01시	2021 전라남도 학교예술교육 페스티벌(비대면 진행)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
813	802	대관	소극장	01시	가야금 앙상블 뜰연 제 2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
812	801	대관	소극장	01시	루미아플룻콰이어 제 15회 정기연주회 희희락락 씽씽씽	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811	800	공동기획	대극장	2021.10.26 10시	뮤지컬 〈시카고〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	799	대관	소극장	01시	가을밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	798	대관	대극장	01시	제 15회 여수 용문사 산사음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
808	797	기획	소극장	2021.10.08 10시	2021 예울마루 실내악페스티벌 〈렉처콘서트〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807	796	대관	대극장	01시	손양원 목사 순교 71주기 기념	0	0	0	0	0	0	0	0	0	0	0	0	0	0
806	795	대관	대극장	01시	제 45회 여수예술제 개막공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
805	794	대관	대극장	2021.10.05 18시	여수시립합창단 제 79회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804	793	대관	대극장	2021.10.01 01시	여순사건 오페라 1948년 침묵	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	792	기획	소극장	2021.09.29 10시	2021 지역 예술인 페스티벌<국악>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
802	791	대관	소극장	01시	2021 여수 국제음악제&앙상블	0	0	0	0	0	0	0	0	0	0	0	0	0	0
801	790	대관	대극장	2021.09.24 18시	2021 지역예술인과 세계적거장들의 만남 Wald String Orchestra in Yeosu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	789	기획	대극장	2021.09.10 10시	뮤지컬 〈전설의 리틀 농구단〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
798	788	기획	대극장	2021.09.08 10시	브런치콘서트<북유럽 휘바클래식, 시벨리우스와 그리그>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	787	대관	대극장	01시	이춘희 명창과 함께하는 추석맞이 효 공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
796	786	기획	대극장	2021.08.25 10시	조성진 피아노 리사이틀-여수	1	0	0	100	0	0	0	0	0	100	0	0	0	0
795	785	대관	소극장	01시	김시율의 첫소리, 내드름	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	784	대관	대극장	2021.08.18 01시	미얀마의 봄, 광주를 만나다.	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792	783	대관	소극장	2021.08.11 01시	서주희 바이올린 독주회 Ⅲ with Fantasy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
791	782	대관	대극장	2021.08.06 16시	2021 여수국제음악제 & 앙상블	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790	781	대관	소극장	2021.08.03 11시	KBS교향악단과 함께하는 제5회 여수음악제 - 금난새와 함께하는 “행복한 토요일”	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	780	대관	대극장	2021.08.03 11시	KBS교향악단과 함께하는 제5회 여수음악제 - 금난새와 여수 꿈나무 드림 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	779	대관	대극장	2021.08.03 11시	KBS교향악단과 함께하는 제5회 여수음악제 - 피아니스트 김정원과 함께하는 “뷰티풀 선데이”	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787	778	대관	대극장	2021.08.03 11시	KBS교향악단과 함께하는 제5회 여수음악제 - 거장과 거장의 만남, 정명훈 ＆ 개릭 올슨	0	0	0	0	0	0	0	0	0	0	0	0	0	0
786	777	대관	소극장	2021.07.29 01시	JOY OF PERCUSSION 베토벤 5번 운명교향곡	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785	776	대관	대극장	2021.07.27 18시	연극 장수상회 (공연취소)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783	775	대관	대극장	2021.07.20 01시	여수영재교육원 예술영재연주회 다시성장하다(공연취소)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	774	대관	소극장	2021.07.02 01시	EPO Principal Series 1 - 여수(공연취소)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
781	773	기획	대극장	2021.07.09 13시	클라라 주미 강 & 김선욱 듀오 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
